               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,             0.05448,            0.078962,            0.019329,             0.47915,             0.23603,             0.21643,            0.098021,            0.056669,            0.081453,            0.023101,            0.008878,            0.008878,            0.008878
                  19,            0.053732,            0.079607,            0.018776,             0.43555,             0.28026,             0.23019,             0.10626,            0.055876,            0.081633,            0.022253,            0.008812,            0.008812,            0.008812
                  20,            0.053463,            0.080073,            0.018615,             0.44009,             0.26435,             0.24811,             0.12339,            0.055669,            0.079722,            0.023009,            0.008746,            0.008746,            0.008746
                  21,            0.053007,            0.077739,            0.018146,              0.4603,             0.27678,             0.25472,             0.11598,            0.055712,            0.080901,             0.02314,             0.00868,             0.00868,             0.00868
                  22,            0.052565,            0.080338,            0.017902,             0.45917,             0.28308,             0.25168,             0.11583,            0.054342,            0.081381,            0.021747,            0.008614,            0.008614,            0.008614
                  23,            0.052128,            0.078409,            0.017555,             0.59374,             0.25814,             0.26426,             0.13023,            0.053556,            0.080916,            0.021234,            0.008548,            0.008548,            0.008548
                  24,            0.051845,            0.078248,             0.01723,             0.54032,             0.27148,             0.26869,             0.12087,            0.053742,            0.079871,            0.021132,            0.008482,            0.008482,            0.008482
                  25,            0.051333,            0.075683,            0.016879,             0.51275,             0.31215,             0.29722,             0.14294,            0.052235,            0.078264,            0.020011,            0.008416,            0.008416,            0.008416
                  26,            0.051364,            0.077786,            0.016477,             0.51818,             0.30722,             0.28545,             0.12839,            0.052663,            0.077342,            0.019847,             0.00835,             0.00835,             0.00835
                  27,            0.050857,            0.077551,            0.016345,             0.55824,             0.29408,             0.30729,             0.14967,             0.05215,            0.078704,            0.019573,            0.008284,            0.008284,            0.008284
                  28,            0.050342,            0.076186,            0.015882,             0.50572,             0.34798,             0.30402,             0.13994,            0.050958,             0.07618,            0.018969,            0.008218,            0.008218,            0.008218
                  29,            0.050076,            0.077559,            0.015632,             0.57195,             0.31802,             0.32898,             0.15902,            0.051273,             0.07676,            0.019104,            0.008152,            0.008152,            0.008152
                  30,            0.049848,            0.073579,            0.015332,             0.57819,             0.31267,             0.32707,              0.1548,             0.05074,            0.076886,            0.018829,            0.008086,            0.008086,            0.008086
                  31,            0.049397,            0.073585,            0.014866,             0.62781,             0.31932,             0.36988,             0.18686,             0.05049,            0.076257,            0.018062,             0.00802,             0.00802,             0.00802
                  32,            0.049364,            0.073036,            0.014481,             0.63018,             0.31314,             0.34632,             0.17037,              0.0497,             0.07508,             0.01782,            0.007954,            0.007954,            0.007954
                  33,            0.049338,            0.074727,             0.01455,             0.61268,             0.37337,             0.38006,             0.19093,            0.049363,            0.074269,            0.017088,            0.007888,            0.007888,            0.007888
                  34,            0.049001,            0.074033,            0.014161,             0.69961,             0.31311,             0.38618,             0.18939,             0.04909,            0.075199,            0.016685,            0.007822,            0.007822,            0.007822
                  35,            0.048634,            0.073555,            0.013882,             0.66972,             0.34005,             0.37701,             0.18819,            0.049121,            0.075043,             0.01762,            0.007756,            0.007756,            0.007756
                  36,            0.048266,            0.072912,            0.013776,             0.55875,             0.38277,             0.41384,              0.2027,            0.048057,            0.074237,            0.015854,             0.00769,             0.00769,             0.00769
                  37,            0.048025,            0.073538,             0.01315,             0.50256,             0.40799,             0.40879,             0.19992,            0.048021,            0.073784,            0.015848,            0.007624,            0.007624,            0.007624
                  38,            0.047529,            0.068339,            0.012987,              0.7027,             0.37915,             0.44909,             0.22035,            0.046844,            0.072384,            0.014778,            0.007558,            0.007558,            0.007558
                  39,             0.04755,            0.070679,            0.012737,             0.39544,             0.43944,             0.43501,             0.22256,            0.047328,            0.072649,            0.015474,            0.007492,            0.007492,            0.007492
                  40,            0.047142,            0.071327,             0.01246,             0.51837,             0.44581,             0.43974,             0.21695,            0.046594,             0.07155,            0.014957,            0.007426,            0.007426,            0.007426
                  41,            0.047279,            0.071141,            0.012167,             0.60735,             0.42015,             0.46415,             0.24091,            0.046378,            0.072272,            0.014369,             0.00736,             0.00736,             0.00736
                  42,            0.046962,            0.071482,            0.011855,             0.53787,              0.4511,             0.48124,              0.2555,            0.045942,            0.070898,            0.013879,            0.007294,            0.007294,            0.007294
                  43,             0.04671,            0.069824,            0.011765,             0.53477,             0.47816,             0.50372,             0.25865,            0.045511,            0.070948,            0.013297,            0.007228,            0.007228,            0.007228
                  44,            0.046223,            0.069515,             0.01136,             0.53872,             0.49756,             0.51249,             0.26857,            0.045112,            0.070784,            0.012996,            0.007162,            0.007162,            0.007162
                  45,            0.046246,            0.069939,            0.011264,             0.58914,              0.4794,             0.52222,              0.2734,            0.045006,            0.070492,            0.012982,            0.007096,            0.007096,            0.007096
                  46,            0.046195,            0.072098,            0.011158,             0.57956,              0.4803,             0.52086,             0.26762,            0.045082,            0.069783,            0.012989,             0.00703,             0.00703,             0.00703
                  47,            0.046026,            0.069566,            0.010821,             0.58374,             0.47872,             0.53682,               0.282,            0.044521,            0.069381,              0.0123,            0.006964,            0.006964,            0.006964
                  48,            0.045747,            0.069518,            0.010725,             0.60294,             0.51077,             0.54352,             0.28743,            0.044419,             0.06878,            0.012469,            0.006898,            0.006898,            0.006898
                  49,            0.045334,             0.06897,            0.010479,              0.6142,             0.53461,             0.56092,             0.29732,            0.043544,            0.068239,            0.011697,            0.006832,            0.006832,            0.006832
                  50,            0.045259,            0.069445,            0.010404,             0.62714,             0.53439,              0.5866,             0.31756,             0.04374,            0.068067,            0.011512,            0.006766,            0.006766,            0.006766
                  51,            0.045084,              0.0687,            0.010064,             0.65286,             0.54876,             0.59661,             0.31939,            0.043476,            0.067624,             0.01064,              0.0067,              0.0067,              0.0067
                  52,            0.044801,             0.06942,           0.0098928,             0.65541,             0.55377,             0.59782,             0.32442,             0.04327,            0.067807,             0.01102,            0.006634,            0.006634,            0.006634
                  53,            0.044665,            0.066964,           0.0096769,             0.70735,             0.54752,             0.60012,             0.31163,            0.043408,            0.067562,            0.010694,            0.006568,            0.006568,            0.006568
                  54,            0.044555,            0.068167,           0.0093765,             0.69218,             0.52929,             0.59932,              0.3261,            0.042934,            0.066697,            0.010598,            0.006502,            0.006502,            0.006502
                  55,             0.04415,            0.066819,           0.0093745,             0.66148,             0.55767,             0.60969,             0.33482,            0.042329,            0.066939,            0.010744,            0.006436,            0.006436,            0.006436
                  56,             0.04409,            0.066934,           0.0091976,             0.66923,             0.56668,             0.62036,             0.33225,            0.042307,            0.066256,            0.010508,             0.00637,             0.00637,             0.00637
                  57,            0.043872,            0.067002,           0.0090655,             0.70686,             0.55163,              0.6212,             0.33945,            0.042134,            0.065849,            0.010077,            0.006304,            0.006304,            0.006304
                  58,            0.043737,            0.067525,           0.0088757,             0.63505,             0.56343,             0.61446,             0.33225,            0.042185,            0.065375,            0.010038,            0.006238,            0.006238,            0.006238
                  59,            0.043744,            0.066178,           0.0087889,             0.65616,             0.61614,             0.64331,              0.3592,            0.041664,            0.065145,           0.0096505,            0.006172,            0.006172,            0.006172
                  60,            0.043488,             0.06705,           0.0085093,             0.72272,             0.58985,             0.66026,             0.36644,            0.041301,            0.064719,           0.0094584,            0.006106,            0.006106,            0.006106
                  61,            0.043448,            0.066878,           0.0084602,             0.73238,             0.59514,              0.6633,             0.36235,            0.041351,            0.064451,           0.0095079,             0.00604,             0.00604,             0.00604
                  62,            0.042934,            0.065562,           0.0081068,             0.68205,             0.61781,             0.66218,             0.37498,            0.041279,            0.064566,            0.009408,            0.005974,            0.005974,            0.005974
                  63,            0.042745,            0.063877,           0.0078235,             0.73614,             0.59169,             0.67013,             0.37006,            0.041476,            0.064677,            0.008884,            0.005908,            0.005908,            0.005908
                  64,            0.042777,            0.065766,           0.0079318,             0.77037,             0.55995,             0.66452,             0.37235,            0.041168,            0.064611,           0.0091525,            0.005842,            0.005842,            0.005842
                  65,            0.042547,            0.065626,            0.007953,             0.70191,             0.61528,             0.67818,             0.38055,            0.040711,            0.064015,           0.0089281,            0.005776,            0.005776,            0.005776
                  66,            0.042631,            0.065604,           0.0077193,             0.70983,             0.59539,             0.67593,              0.3777,            0.040813,            0.063721,           0.0089307,             0.00571,             0.00571,             0.00571
                  67,             0.04218,            0.064328,           0.0075295,             0.71813,              0.6421,             0.69293,             0.38705,             0.04064,            0.063527,           0.0084575,            0.005644,            0.005644,            0.005644
                  68,            0.042086,            0.064116,            0.007418,             0.73772,             0.60421,             0.69087,             0.39542,            0.040416,            0.063513,           0.0085849,            0.005578,            0.005578,            0.005578
                  69,            0.042264,            0.067472,           0.0074468,              0.7226,             0.60115,             0.68193,             0.39076,             0.04049,            0.063547,           0.0084695,            0.005512,            0.005512,            0.005512
                  70,            0.041869,            0.064337,           0.0072906,              0.7177,             0.60559,             0.68461,              0.3899,            0.040164,            0.063415,           0.0083026,            0.005446,            0.005446,            0.005446
                  71,            0.041476,            0.063073,           0.0070843,              0.7124,             0.63999,             0.69643,             0.39853,            0.040227,            0.062948,           0.0082021,             0.00538,             0.00538,             0.00538
                  72,            0.041573,            0.063639,           0.0070309,             0.74152,             0.61151,              0.6795,             0.40152,            0.040051,            0.063265,           0.0088726,            0.005314,            0.005314,            0.005314
                  73,            0.041372,            0.065458,           0.0069481,              0.7852,             0.59962,             0.68849,             0.40553,            0.039812,            0.062946,           0.0082323,            0.005248,            0.005248,            0.005248
                  74,            0.041172,            0.062329,           0.0067848,             0.76514,             0.62261,             0.68952,             0.40548,            0.039839,            0.062653,           0.0079001,            0.005182,            0.005182,            0.005182
                  75,            0.040998,            0.064075,           0.0067449,             0.76984,             0.60712,              0.6901,             0.40421,            0.039824,            0.062872,           0.0081921,            0.005116,            0.005116,            0.005116
                  76,            0.040781,            0.062302,            0.006681,             0.78908,             0.59956,             0.69853,             0.40808,            0.039856,            0.062977,           0.0083018,             0.00505,             0.00505,             0.00505
                  77,             0.04089,            0.064454,           0.0066064,             0.73481,             0.64229,             0.69952,             0.40761,            0.039633,            0.062696,           0.0081232,            0.004984,            0.004984,            0.004984
                  78,            0.040776,             0.06428,           0.0065376,             0.70329,             0.65373,             0.70713,             0.41062,            0.039662,             0.06246,           0.0083287,            0.004918,            0.004918,            0.004918
                  79,            0.040476,            0.061695,           0.0063476,             0.73539,             0.65016,             0.71047,             0.41601,            0.039492,            0.062199,           0.0078732,            0.004852,            0.004852,            0.004852
                  80,            0.040362,            0.061358,           0.0063102,             0.75029,             0.63738,             0.71365,             0.41998,            0.039506,            0.062171,           0.0078701,            0.004786,            0.004786,            0.004786
                  81,            0.040086,             0.06189,           0.0061443,             0.75409,             0.64225,             0.72115,             0.42726,            0.039212,             0.06194,           0.0080619,             0.00472,             0.00472,             0.00472
                  82,            0.040028,             0.06106,           0.0061726,             0.72014,             0.65228,             0.71183,             0.42549,            0.039045,            0.061533,           0.0080333,            0.004654,            0.004654,            0.004654
                  83,            0.040002,            0.061462,           0.0061336,             0.73867,             0.65222,             0.71705,             0.42777,            0.039086,            0.061545,           0.0079893,            0.004588,            0.004588,            0.004588
                  84,            0.039668,             0.06178,           0.0059413,             0.75427,             0.64853,             0.71857,               0.421,            0.039122,            0.061624,           0.0078781,            0.004522,            0.004522,            0.004522
                  85,            0.039477,            0.060552,           0.0058659,             0.73386,             0.64425,             0.71689,             0.42674,            0.039084,            0.061485,           0.0078761,            0.004456,            0.004456,            0.004456
                  86,            0.039577,            0.060112,           0.0058692,             0.74964,             0.62614,             0.71434,             0.42955,            0.038958,            0.061606,           0.0078911,             0.00439,             0.00439,             0.00439
                  87,            0.039319,            0.060615,           0.0056708,             0.72957,             0.66307,             0.72588,             0.43342,            0.038887,            0.061494,           0.0078626,            0.004324,            0.004324,            0.004324
                  88,            0.039154,            0.060736,           0.0055346,             0.73295,             0.66116,              0.7278,             0.43165,            0.038802,            0.061298,           0.0076874,            0.004258,            0.004258,            0.004258
                  89,            0.039029,            0.060902,           0.0056099,             0.74027,             0.66869,             0.72352,             0.43637,            0.038721,            0.061173,           0.0078535,            0.004192,            0.004192,            0.004192
                  90,            0.038917,            0.059487,           0.0056039,             0.71214,             0.66819,             0.72378,             0.43824,            0.038745,            0.060885,           0.0079639,            0.004126,            0.004126,            0.004126
                  91,            0.038858,            0.061341,           0.0055236,             0.74343,             0.67252,             0.73606,             0.43924,            0.038758,            0.060702,           0.0077623,             0.00406,             0.00406,             0.00406
                  92,            0.038592,            0.060066,           0.0054353,             0.74269,             0.67492,               0.729,             0.44037,            0.038514,            0.060501,           0.0078448,            0.003994,            0.003994,            0.003994
                  93,            0.038425,            0.058682,           0.0053033,              0.7215,             0.66667,             0.73056,             0.43991,            0.038636,            0.060576,           0.0077457,            0.003928,            0.003928,            0.003928
                  94,            0.038132,            0.059885,           0.0053135,             0.74797,             0.66525,             0.73569,             0.45018,            0.038475,            0.060678,           0.0076586,            0.003862,            0.003862,            0.003862
                  95,            0.038344,            0.060245,           0.0052704,             0.74756,             0.64732,             0.72888,             0.44241,            0.038344,            0.060816,           0.0078241,            0.003796,            0.003796,            0.003796
                  96,            0.038093,            0.058119,           0.0051252,             0.75855,             0.65121,             0.73431,              0.4459,            0.038186,            0.060794,           0.0075643,             0.00373,             0.00373,             0.00373
                  97,            0.037984,            0.057856,           0.0050427,             0.77663,             0.64081,             0.73494,             0.44961,            0.038056,            0.060553,              0.0077,            0.003664,            0.003664,            0.003664
                  98,            0.038102,             0.06087,           0.0051122,             0.81139,              0.6394,             0.74809,             0.45478,            0.037925,            0.060396,           0.0075391,            0.003598,            0.003598,            0.003598
                  99,            0.037864,             0.06053,           0.0050062,             0.75138,             0.68971,             0.74438,             0.45408,            0.038038,            0.060489,           0.0075847,            0.003532,            0.003532,            0.003532
                 100,            0.037777,            0.059739,           0.0049065,             0.76005,             0.67606,             0.74528,             0.45784,            0.037909,             0.06037,           0.0074006,            0.003466,            0.003466,            0.003466
                 101,            0.037542,            0.059498,           0.0049335,             0.75821,             0.67757,             0.74225,             0.46016,            0.037889,            0.060252,           0.0073229,              0.0034,              0.0034,              0.0034
                 102,            0.037274,            0.058405,           0.0048373,             0.75983,             0.67941,             0.74532,             0.45897,            0.037815,            0.060174,           0.0073073,            0.003334,            0.003334,            0.003334
                 103,            0.037343,            0.056703,           0.0047731,             0.76502,             0.66961,             0.74575,             0.46199,            0.037711,            0.060053,           0.0072733,            0.003268,            0.003268,            0.003268
                 104,            0.037081,            0.058795,           0.0047039,             0.76656,             0.67584,             0.74433,             0.46112,            0.037657,            0.059993,           0.0073257,            0.003202,            0.003202,            0.003202
                 105,            0.036905,            0.057187,           0.0046732,             0.72049,             0.69569,             0.74876,             0.46474,             0.03766,            0.059938,           0.0073041,            0.003136,            0.003136,            0.003136
                 106,            0.036626,            0.057322,           0.0045686,             0.73859,             0.70484,             0.75524,             0.46459,            0.037593,            0.059956,           0.0072433,             0.00307,             0.00307,             0.00307
                 107,            0.036524,            0.056479,           0.0045719,             0.75042,             0.70657,             0.76097,             0.46765,            0.037524,            0.059859,           0.0072466,            0.003004,            0.003004,            0.003004
                 108,            0.036479,            0.058969,           0.0045235,             0.74978,             0.70959,             0.76087,             0.46718,            0.037535,            0.059888,           0.0071778,            0.002938,            0.002938,            0.002938
                 109,            0.036465,            0.057025,           0.0045265,              0.7521,             0.70765,             0.75853,             0.47112,            0.037486,            0.059871,           0.0071287,            0.002872,            0.002872,            0.002872
                 110,              0.0363,            0.058516,           0.0044634,              0.7497,             0.70636,             0.75823,             0.46608,            0.037438,            0.059941,           0.0071775,            0.002806,            0.002806,            0.002806
                 111,            0.036245,            0.057508,           0.0044804,             0.77377,               0.686,             0.76071,             0.47071,            0.037329,             0.05996,           0.0071618,             0.00274,             0.00274,             0.00274
                 112,            0.036141,            0.056562,           0.0043337,             0.74871,             0.70409,             0.75677,             0.46956,            0.037302,            0.060003,           0.0072421,            0.002674,            0.002674,            0.002674
                 113,            0.035754,            0.056143,            0.004235,             0.79012,             0.68401,             0.75667,             0.46969,            0.037186,            0.059901,           0.0071542,            0.002608,            0.002608,            0.002608
                 114,            0.035806,            0.056353,           0.0042547,             0.75298,             0.70634,             0.76134,               0.472,            0.037192,            0.059927,           0.0071257,            0.002542,            0.002542,            0.002542
                 115,            0.035783,            0.055532,           0.0042468,             0.76985,             0.69859,             0.75802,             0.46797,            0.037137,            0.059909,           0.0070847,            0.002476,            0.002476,            0.002476
                 116,            0.035522,            0.056709,           0.0041092,             0.78852,             0.68271,             0.75801,              0.4691,            0.037058,            0.059887,            0.007089,             0.00241,             0.00241,             0.00241
                 117,            0.035361,             0.05562,           0.0041074,             0.77029,             0.69638,             0.76064,             0.46907,            0.037029,            0.059882,           0.0070478,            0.002344,            0.002344,            0.002344
                 118,            0.035141,            0.055494,           0.0040342,             0.77072,             0.69161,             0.76081,             0.47054,            0.037016,            0.059853,           0.0070281,            0.002278,            0.002278,            0.002278
                 119,            0.035101,            0.053797,           0.0041347,             0.77964,             0.69257,             0.76271,             0.47255,            0.036963,            0.059754,           0.0070163,            0.002212,            0.002212,            0.002212
                 120,            0.034999,            0.053887,            0.003927,             0.74842,             0.70218,             0.76138,              0.4737,            0.036938,            0.059759,           0.0069771,            0.002146,            0.002146,            0.002146
                 121,            0.034848,            0.053491,           0.0038721,             0.76971,             0.68857,             0.76223,             0.47459,            0.036924,            0.059733,           0.0069481,             0.00208,             0.00208,             0.00208
                 122,            0.034637,            0.054858,           0.0038638,              0.7659,             0.68782,             0.75992,             0.47461,             0.03693,            0.059735,           0.0069826,            0.002014,            0.002014,            0.002014
                 123,            0.034647,            0.054052,           0.0038009,             0.77155,             0.68064,             0.75878,             0.47416,             0.03691,            0.059728,           0.0069828,            0.001948,            0.001948,            0.001948
                 124,            0.034453,            0.055503,           0.0038014,             0.77529,              0.6796,             0.75823,              0.4726,            0.036917,            0.059784,           0.0069858,            0.001882,            0.001882,            0.001882
                 125,            0.034337,            0.054978,           0.0038385,             0.77162,             0.67629,             0.75801,              0.4724,            0.036923,            0.059798,            0.006977,            0.001816,            0.001816,            0.001816
                 126,            0.034127,            0.054581,           0.0037672,              0.7653,             0.67468,             0.75865,             0.47319,            0.036927,            0.059855,           0.0069838,             0.00175,             0.00175,             0.00175
                 127,            0.034176,            0.054508,           0.0037543,             0.74772,             0.69195,             0.75849,             0.47256,            0.036901,            0.059895,           0.0069727,            0.001684,            0.001684,            0.001684
                 128,            0.033934,            0.053411,           0.0036772,              0.7596,             0.68059,             0.75747,             0.47302,            0.036911,            0.059949,           0.0069553,            0.001618,            0.001618,            0.001618
                 129,            0.033931,            0.054129,           0.0037093,             0.76089,               0.682,             0.75744,             0.47372,             0.03688,            0.059965,           0.0069583,            0.001552,            0.001552,            0.001552
                 130,            0.033841,            0.054062,           0.0035997,             0.78519,             0.68025,             0.75951,             0.47604,            0.036866,            0.059993,           0.0069733,            0.001486,            0.001486,            0.001486
                 131,            0.033659,            0.051891,           0.0035357,             0.77897,             0.68352,             0.75826,             0.47763,            0.036846,            0.060022,           0.0069698,             0.00142,             0.00142,             0.00142
                 132,            0.033527,            0.052506,           0.0034952,             0.77424,             0.68502,             0.75833,             0.47935,            0.036837,            0.060075,           0.0069647,            0.001354,            0.001354,            0.001354
                 133,            0.033494,            0.052795,           0.0034635,             0.79767,             0.67568,             0.76006,             0.47939,             0.03682,            0.060085,           0.0069504,            0.001288,            0.001288,            0.001288
                 134,            0.033195,            0.051355,           0.0033968,             0.79699,             0.67668,             0.75895,             0.47743,            0.036822,             0.06012,           0.0069523,            0.001222,            0.001222,            0.001222
                 135,            0.033169,            0.053439,           0.0034351,             0.79507,             0.67609,             0.76406,             0.48072,            0.036802,            0.060139,           0.0069643,            0.001156,            0.001156,            0.001156
                 136,            0.032933,            0.050867,           0.0033552,             0.80164,             0.67564,             0.76301,             0.48026,            0.036792,            0.060151,           0.0069711,             0.00109,             0.00109,             0.00109
                 137,            0.033055,            0.052055,           0.0033917,             0.80864,             0.67665,             0.76322,             0.48145,            0.036792,            0.060182,           0.0069815,            0.001024,            0.001024,            0.001024
                 138,            0.032851,             0.05228,           0.0033658,             0.79679,             0.67008,             0.75967,             0.48194,            0.036772,            0.060186,           0.0069849,            0.000958,            0.000958,            0.000958
                 139,            0.032662,            0.050584,           0.0032528,             0.77792,             0.68347,             0.76021,             0.48249,             0.03676,            0.060214,           0.0069945,            0.000892,            0.000892,            0.000892
                 140,            0.032746,             0.05433,           0.0033375,             0.77192,             0.68772,             0.76106,             0.48326,            0.036748,            0.060233,           0.0069878,            0.000826,            0.000826,            0.000826
                 141,            0.032502,            0.052068,           0.0031906,             0.77031,             0.68867,             0.76081,             0.48141,            0.036734,            0.060251,           0.0069895,             0.00076,             0.00076,             0.00076
                 142,            0.032507,             0.05214,           0.0032433,             0.76897,             0.68647,             0.76111,             0.48173,            0.036722,            0.060265,           0.0069945,            0.000694,            0.000694,            0.000694
                 143,            0.032441,            0.052035,           0.0032496,             0.76387,             0.68829,             0.76093,             0.48097,            0.036715,            0.060278,           0.0070103,            0.000628,            0.000628,            0.000628
                 144,            0.032129,            0.050591,            0.003131,             0.76319,             0.68816,             0.76056,             0.48221,            0.036706,            0.060301,           0.0070276,            0.000562,            0.000562,            0.000562
                 145,            0.031936,            0.050122,           0.0030893,             0.76527,             0.68875,             0.76016,             0.48158,            0.036696,            0.060327,           0.0070437,            0.000496,            0.000496,            0.000496
                 146,             0.03195,            0.051462,           0.0031589,             0.76387,             0.68792,             0.75875,              0.4819,            0.036689,            0.060362,           0.0070528,             0.00043,             0.00043,             0.00043
                 147,            0.031675,            0.051166,           0.0031011,             0.76465,             0.68805,             0.75835,               0.482,            0.036678,             0.06039,           0.0070615,            0.000364,            0.000364,            0.000364
                 148,            0.031638,            0.051126,           0.0030924,             0.76673,              0.6904,             0.75799,             0.48262,            0.036675,            0.060423,           0.0070674,            0.000298,            0.000298,            0.000298
                 149,            0.031647,             0.05094,            0.003067,             0.76656,             0.69055,             0.75859,             0.48203,            0.036671,             0.06045,           0.0070754,            0.000232,            0.000232,            0.000232
