               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  46,            0.046607,            0.073889,           0.0088926,             0.65738,             0.50177,             0.56633,              0.2768,            0.048537,            0.067122,           0.0099679,             0.00703,             0.00703,             0.00703
                  47,            0.046583,            0.071605,           0.0087773,             0.69334,             0.53546,             0.59518,              0.2865,            0.049315,            0.067693,           0.0099886,            0.006964,            0.006964,            0.006964
                  48,            0.046392,            0.072144,           0.0085984,             0.64033,             0.52099,             0.57081,               0.275,            0.048391,            0.066977,           0.0098647,            0.006898,            0.006898,            0.006898
                  49,            0.046121,              0.0711,           0.0084883,             0.61709,             0.53956,             0.57831,             0.26937,            0.048926,            0.068017,           0.0096972,            0.006832,            0.006832,            0.006832
                  50,            0.046077,            0.071544,           0.0083018,             0.72194,             0.54814,             0.60295,             0.28728,            0.047935,            0.065848,           0.0094611,            0.006766,            0.006766,            0.006766
                  51,            0.045851,            0.070623,           0.0082552,             0.63541,             0.56358,             0.59957,             0.29958,            0.047883,            0.066779,           0.0093417,              0.0067,              0.0067,              0.0067
                  52,             0.04554,            0.071008,           0.0081228,             0.70039,             0.56014,              0.6205,             0.30459,            0.047698,            0.066332,           0.0095181,            0.006634,            0.006634,            0.006634
                  53,            0.045245,            0.069094,           0.0079615,             0.67878,             0.54927,             0.61951,             0.30487,            0.047422,            0.066254,           0.0090979,            0.006568,            0.006568,            0.006568
                  54,             0.04505,             0.06976,           0.0078114,             0.70073,             0.56832,             0.63054,              0.3005,            0.048039,            0.067503,            0.008897,            0.006502,            0.006502,            0.006502
                  55,            0.045076,            0.068862,           0.0075601,             0.68088,             0.60883,             0.65535,             0.33577,             0.04594,             0.06444,           0.0087967,            0.006436,            0.006436,            0.006436
                  56,            0.044758,            0.069042,           0.0075809,             0.73356,             0.56627,             0.63988,             0.32905,            0.046447,             0.06629,           0.0086868,             0.00637,             0.00637,             0.00637
                  57,            0.044747,            0.069265,           0.0074849,             0.65636,             0.58173,             0.62042,             0.31183,            0.046556,            0.066489,           0.0086982,            0.006304,            0.006304,            0.006304
                  58,            0.044703,            0.069998,           0.0074592,             0.76838,             0.56114,              0.6466,             0.34093,            0.046404,            0.066202,           0.0084809,            0.006238,            0.006238,            0.006238
                  59,            0.044406,            0.068759,           0.0072805,             0.72179,             0.56971,             0.64423,             0.32156,            0.047013,            0.066753,            0.008471,            0.006172,            0.006172,            0.006172
                  60,            0.044224,            0.069169,           0.0069298,             0.67739,              0.6162,              0.6591,             0.33636,            0.047084,            0.066917,           0.0085586,            0.006106,            0.006106,            0.006106
                  61,              0.0439,            0.068532,            0.007038,             0.73571,             0.59773,             0.67137,             0.34933,            0.046202,            0.066536,           0.0086403,             0.00604,             0.00604,             0.00604
                  62,            0.043611,            0.068011,           0.0068187,             0.74981,             0.60478,             0.68208,              0.3456,            0.046564,            0.067039,           0.0083018,            0.005974,            0.005974,            0.005974
                  63,            0.043506,            0.065782,           0.0067133,             0.71393,             0.59159,             0.65817,             0.33882,            0.046039,            0.065953,           0.0083413,            0.005908,            0.005908,            0.005908
                  64,            0.043347,            0.068444,            0.006634,             0.77961,             0.56882,             0.65637,             0.34247,            0.046133,            0.065714,           0.0082119,            0.005842,            0.005842,            0.005842
                  65,            0.043703,            0.068268,           0.0067493,             0.76866,             0.59369,             0.67007,              0.3373,            0.046639,             0.06655,           0.0082317,            0.005776,            0.005776,            0.005776
                  66,            0.043279,            0.067582,           0.0065478,             0.70881,             0.60583,             0.66514,              0.3314,            0.045979,            0.065548,           0.0080214,             0.00571,             0.00571,             0.00571
                  67,            0.042943,            0.066079,           0.0063363,             0.78143,             0.59109,              0.6749,             0.34224,            0.045751,            0.065435,            0.008024,            0.005644,            0.005644,            0.005644
                  68,             0.04273,            0.066148,           0.0063713,             0.74356,             0.59556,             0.66801,             0.33959,            0.045755,            0.065545,           0.0081159,            0.005578,            0.005578,            0.005578
                  69,            0.042877,            0.069067,           0.0062829,             0.79783,             0.59652,             0.66716,             0.34631,            0.045237,            0.065897,           0.0082462,            0.005512,            0.005512,            0.005512
                  70,            0.042367,            0.066591,           0.0060705,              0.7553,             0.59767,             0.66994,             0.34822,             0.04537,            0.065571,           0.0082206,            0.005446,            0.005446,            0.005446
                  71,            0.042648,            0.065321,            0.006067,             0.70689,             0.63001,             0.66725,             0.33672,            0.045705,            0.065822,           0.0080736,             0.00538,             0.00538,             0.00538
                  72,            0.042211,            0.065574,           0.0059812,             0.74208,             0.58816,             0.66895,             0.35037,            0.045456,            0.065773,           0.0078995,            0.005314,            0.005314,            0.005314
                  73,             0.04231,            0.067477,           0.0060165,             0.78157,             0.61884,             0.69194,              0.3638,            0.045162,            0.065912,           0.0079142,            0.005248,            0.005248,            0.005248
                  74,            0.041825,            0.064304,           0.0059021,             0.78637,             0.61479,             0.68765,                0.36,            0.045434,            0.065947,           0.0080355,            0.005182,            0.005182,            0.005182
                  75,            0.041944,            0.066308,           0.0058856,             0.76899,             0.60775,             0.67835,             0.34971,            0.045503,             0.06651,           0.0080934,            0.005116,            0.005116,            0.005116
                  76,            0.041578,            0.064811,           0.0056092,             0.77596,             0.60731,             0.67906,              0.3516,            0.045411,            0.066167,           0.0079645,             0.00505,             0.00505,             0.00505
                  77,             0.04169,            0.066429,           0.0055322,             0.77788,             0.60583,             0.68926,             0.35654,            0.045262,            0.065914,           0.0079811,            0.004984,            0.004984,            0.004984
                  78,             0.04145,            0.066246,           0.0056803,             0.79295,             0.59676,             0.67761,             0.34552,            0.045759,            0.066247,           0.0078623,            0.004918,            0.004918,            0.004918
                  79,            0.041328,            0.064481,           0.0055811,             0.78509,             0.63303,             0.69153,             0.35943,            0.045518,            0.066325,            0.007837,            0.004852,            0.004852,            0.004852
                  80,            0.041204,            0.063827,           0.0054863,             0.78337,             0.63326,              0.6905,             0.37123,            0.044714,            0.065364,           0.0078322,            0.004786,            0.004786,            0.004786
                  81,            0.040855,            0.064783,           0.0053998,             0.71834,             0.66098,             0.69336,             0.36449,            0.044663,            0.065664,           0.0079856,             0.00472,             0.00472,             0.00472
                  82,             0.04091,            0.063661,           0.0052797,             0.76664,             0.63454,             0.68991,             0.37088,            0.044593,            0.065229,           0.0076479,            0.004654,            0.004654,            0.004654
                  83,            0.040744,            0.063884,           0.0053475,             0.80246,             0.61682,             0.69556,             0.36416,            0.044493,            0.064991,           0.0078155,            0.004588,            0.004588,            0.004588
                  84,            0.040464,            0.064491,           0.0051933,              0.6837,             0.66813,             0.69103,             0.36244,            0.044559,            0.064867,           0.0077535,            0.004522,            0.004522,            0.004522
                  85,            0.040494,            0.063057,           0.0051773,             0.74037,             0.62628,             0.69165,             0.36992,            0.044325,            0.064614,           0.0076422,            0.004456,            0.004456,            0.004456
                  86,            0.040137,             0.06334,           0.0052032,               0.772,             0.62363,             0.69473,             0.36858,            0.044248,             0.06455,           0.0075665,             0.00439,             0.00439,             0.00439
                  87,            0.040221,            0.062913,           0.0050204,             0.79094,             0.63385,             0.70919,             0.38597,            0.044019,            0.064129,           0.0077282,            0.004324,            0.004324,            0.004324
                  88,            0.040039,            0.063821,           0.0051688,             0.78615,             0.60345,             0.68508,             0.37134,            0.044268,            0.064927,           0.0079025,            0.004258,            0.004258,            0.004258
                  89,            0.039966,            0.063793,           0.0050436,              0.7702,               0.646,             0.70399,              0.3816,            0.043969,            0.064885,           0.0077897,            0.004192,            0.004192,            0.004192
                  90,            0.040061,            0.062492,           0.0048839,             0.72823,             0.64553,             0.69814,             0.37511,            0.044167,            0.065379,           0.0079211,            0.004126,            0.004126,            0.004126
                  91,             0.03983,            0.064461,           0.0049648,             0.75807,             0.64893,             0.69176,             0.37341,            0.044383,            0.065663,           0.0078664,             0.00406,             0.00406,             0.00406
                  92,            0.039513,            0.062842,           0.0047316,             0.71594,             0.64429,             0.69209,             0.36893,            0.044544,             0.06618,           0.0080704,            0.003994,            0.003994,            0.003994
                  93,            0.039392,            0.061426,           0.0048593,             0.73589,             0.66624,             0.69781,             0.37874,            0.044251,            0.065715,           0.0079196,            0.003928,            0.003928,            0.003928
                  94,             0.03941,            0.062771,           0.0046711,             0.73175,             0.66242,             0.69555,              0.3786,            0.044084,            0.065103,            0.007925,            0.003862,            0.003862,            0.003862
                  95,            0.039242,            0.062923,           0.0047429,             0.75056,             0.65551,             0.69438,             0.37809,            0.044255,            0.065577,           0.0078376,            0.003796,            0.003796,            0.003796
                  96,            0.038982,            0.061736,           0.0045955,             0.73448,             0.64545,             0.69715,             0.37644,            0.044315,            0.065644,           0.0079396,             0.00373,             0.00373,             0.00373
                  97,            0.038766,            0.061254,           0.0045497,              0.7238,             0.64628,             0.69119,             0.37376,            0.044517,            0.065974,             0.00798,            0.003664,            0.003664,            0.003664
                  98,            0.038651,            0.062696,            0.004573,             0.74846,             0.62584,             0.68876,             0.37352,            0.044617,            0.066382,           0.0078525,            0.003598,            0.003598,            0.003598
                  99,            0.038845,            0.063851,           0.0045463,             0.76714,             0.63922,             0.69737,             0.37505,            0.044487,             0.06633,           0.0077603,            0.003532,            0.003532,            0.003532
                 100,            0.038538,            0.062599,           0.0044025,              0.7567,             0.64127,             0.69508,              0.3723,            0.044575,            0.066744,           0.0078169,            0.003466,            0.003466,            0.003466
                 101,             0.03834,            0.061984,           0.0044407,              0.7545,              0.6388,                0.69,               0.374,            0.044657,             0.06701,           0.0078486,              0.0034,              0.0034,              0.0034
                 102,            0.038223,             0.06106,           0.0044173,             0.77805,             0.63631,             0.69461,             0.37261,            0.044643,            0.067157,           0.0077719,            0.003334,            0.003334,            0.003334
                 103,            0.038069,            0.059854,           0.0044178,             0.74603,             0.65065,             0.69346,             0.37423,            0.044668,            0.067431,           0.0077229,            0.003268,            0.003268,            0.003268
                 104,            0.037971,             0.06155,           0.0042635,             0.78028,             0.64346,             0.69651,             0.37233,            0.044672,             0.06771,           0.0077546,            0.003202,            0.003202,            0.003202
                 105,            0.037955,            0.059545,           0.0041662,             0.78352,             0.64442,             0.70482,             0.37491,            0.044525,            0.067517,           0.0077735,            0.003136,            0.003136,            0.003136
                 106,            0.037634,            0.059888,           0.0042177,             0.78571,             0.64966,             0.70726,             0.37956,            0.044339,            0.067296,           0.0076967,             0.00307,             0.00307,             0.00307
                 107,            0.037612,            0.059225,           0.0039743,             0.78626,             0.65193,             0.70703,             0.38013,            0.044348,            0.067301,           0.0077079,            0.003004,            0.003004,            0.003004
                 108,            0.037584,            0.061768,           0.0040829,             0.77428,             0.65487,              0.7049,             0.37636,            0.044566,            0.067671,           0.0077008,            0.002938,            0.002938,            0.002938
                 109,            0.037254,            0.059377,            0.004023,             0.77705,             0.65208,             0.70256,             0.37513,            0.044769,            0.067933,           0.0076839,            0.002872,            0.002872,            0.002872
                 110,            0.037255,            0.061143,           0.0039613,             0.77722,             0.65146,             0.70199,             0.37225,            0.044926,            0.068264,           0.0076737,            0.002806,            0.002806,            0.002806
                 111,             0.03709,            0.060397,           0.0039851,             0.80238,             0.64176,             0.70537,             0.37408,            0.045005,            0.068547,           0.0077268,             0.00274,             0.00274,             0.00274
                 112,            0.037047,            0.059469,           0.0040032,             0.77134,             0.64075,             0.69972,             0.37096,            0.045062,            0.068817,           0.0077323,            0.002674,            0.002674,            0.002674
                 113,            0.036682,            0.058526,           0.0039181,             0.76866,             0.65653,             0.70151,             0.37177,            0.045085,            0.069092,           0.0077389,            0.002608,            0.002608,            0.002608
                 114,            0.036613,            0.059145,           0.0038563,             0.78777,             0.64737,             0.70054,             0.37257,            0.045099,            0.069342,           0.0077308,            0.002542,            0.002542,            0.002542
                 115,            0.036655,            0.058581,           0.0038126,             0.79297,             0.64811,             0.70002,             0.37099,            0.045144,            0.069583,           0.0077005,            0.002476,            0.002476,            0.002476
                 116,            0.036439,            0.059078,           0.0037285,             0.78568,             0.65091,             0.69588,             0.37015,            0.045169,             0.06968,           0.0077141,             0.00241,             0.00241,             0.00241
                 117,            0.036084,             0.05803,           0.0036887,             0.78669,              0.6432,             0.68946,             0.36902,            0.045206,            0.069877,           0.0077307,            0.002344,            0.002344,            0.002344
                 118,            0.036153,            0.058365,           0.0037039,             0.77899,             0.64308,             0.69007,             0.36848,             0.04522,            0.069997,           0.0077687,            0.002278,            0.002278,            0.002278
                 119,            0.035801,            0.056013,            0.003673,              0.7687,             0.65076,             0.69193,             0.37064,            0.045156,             0.07004,           0.0077974,            0.002212,            0.002212,            0.002212
                 120,            0.035741,            0.056598,           0.0036727,              0.7706,             0.65544,             0.69368,             0.37327,            0.045106,            0.070085,           0.0077813,            0.002146,            0.002146,            0.002146
                 121,            0.035539,            0.056403,           0.0035976,             0.75352,             0.65527,             0.69256,             0.37199,            0.045031,            0.070149,           0.0077953,             0.00208,             0.00208,             0.00208
                 122,            0.035564,            0.056764,           0.0034832,             0.77183,             0.64982,             0.69517,             0.37318,            0.044972,            0.070121,           0.0077922,            0.002014,            0.002014,            0.002014
                 123,            0.035453,            0.056463,           0.0035238,             0.78373,             0.64804,             0.69525,             0.37546,            0.044918,            0.070115,           0.0077982,            0.001948,            0.001948,            0.001948
                 124,            0.035339,            0.057905,           0.0034954,             0.78219,             0.65425,             0.69589,             0.37485,            0.044942,            0.070274,           0.0078233,            0.001882,            0.001882,            0.001882
                 125,              0.0351,            0.058035,           0.0034627,              0.7962,             0.64842,             0.69812,             0.37453,            0.044988,            0.070387,           0.0078516,            0.001816,            0.001816,            0.001816
                 126,            0.034998,            0.057451,           0.0034073,             0.79571,             0.64413,             0.69073,                0.37,            0.045061,            0.070558,           0.0078888,             0.00175,             0.00175,             0.00175
                 127,            0.034952,            0.057092,           0.0034963,             0.79748,             0.64404,             0.68878,             0.37137,            0.045109,            0.070708,           0.0079175,            0.001684,            0.001684,            0.001684
                 128,            0.034586,             0.05524,           0.0033224,             0.78627,             0.64447,             0.68862,              0.3673,            0.045167,            0.070927,           0.0079543,            0.001618,            0.001618,            0.001618
                 129,            0.034854,            0.056265,           0.0034016,             0.78729,             0.64463,             0.69087,             0.36927,            0.045139,            0.070972,           0.0079818,            0.001552,            0.001552,            0.001552
                 130,            0.034395,            0.057034,           0.0033414,             0.78273,              0.6474,             0.68778,             0.36926,            0.045164,              0.0711,           0.0079932,            0.001486,            0.001486,            0.001486
                 131,             0.03414,            0.054035,           0.0031914,             0.77905,             0.63701,              0.6891,             0.36963,            0.045135,            0.071158,           0.0079966,             0.00142,             0.00142,             0.00142
                 132,            0.034133,            0.054541,           0.0031737,             0.77848,             0.63938,             0.68759,             0.36872,            0.045121,            0.071213,           0.0079902,            0.001354,            0.001354,            0.001354
                 133,            0.034099,            0.054631,           0.0032103,             0.77587,             0.63746,             0.68571,             0.36834,            0.045098,            0.071293,           0.0079941,            0.001288,            0.001288,            0.001288
                 134,            0.033841,            0.053672,           0.0031519,             0.77333,             0.63765,             0.68344,             0.36798,            0.045087,            0.071341,           0.0080019,            0.001222,            0.001222,            0.001222
                 135,            0.034047,            0.056531,           0.0032659,             0.77409,             0.63679,             0.68426,             0.36891,            0.045073,            0.071377,           0.0079962,            0.001156,            0.001156,            0.001156
                 136,            0.033533,            0.053226,           0.0030806,             0.77184,             0.63685,             0.68235,             0.36874,            0.045068,            0.071416,           0.0080074,             0.00109,             0.00109,             0.00109
                 137,            0.033779,            0.054459,           0.0031067,             0.78049,             0.63453,             0.68353,             0.36924,            0.045076,            0.071507,           0.0080095,            0.001024,            0.001024,            0.001024
                 138,            0.033679,            0.055186,           0.0031554,             0.77872,             0.63229,             0.68355,             0.36896,            0.045091,            0.071579,           0.0080132,            0.000958,            0.000958,            0.000958
                 139,            0.033254,            0.052567,           0.0030871,              0.7881,              0.6283,             0.68464,             0.36915,            0.045098,             0.07165,           0.0080155,            0.000892,            0.000892,            0.000892
                 140,            0.033411,            0.056224,           0.0031193,             0.78871,             0.62679,             0.68158,             0.36882,            0.045136,            0.071768,           0.0080231,            0.000826,            0.000826,            0.000826
                 141,            0.033281,            0.053938,           0.0030999,             0.79254,             0.62367,             0.68148,             0.36813,            0.045148,            0.071857,           0.0080275,             0.00076,             0.00076,             0.00076
                 142,            0.033132,            0.054294,           0.0030154,               0.793,              0.6237,              0.6828,             0.36866,            0.045159,            0.071949,           0.0080294,            0.000694,            0.000694,            0.000694
                 143,            0.032952,            0.054392,           0.0029821,             0.79433,             0.62363,             0.68439,             0.36844,            0.045177,            0.072094,           0.0080362,            0.000628,            0.000628,            0.000628
                 144,            0.032797,            0.052857,           0.0029438,             0.79457,             0.62247,             0.68322,             0.36903,            0.045188,            0.072191,           0.0080403,            0.000562,            0.000562,            0.000562
                 145,            0.032553,            0.052412,           0.0028922,             0.79445,             0.62424,             0.68397,              0.3689,             0.04519,            0.072276,           0.0080441,            0.000496,            0.000496,            0.000496
                 146,            0.032481,            0.054092,           0.0029726,             0.79454,             0.62456,             0.68444,             0.36913,            0.045191,            0.072364,           0.0080474,             0.00043,             0.00043,             0.00043
                 147,            0.032296,            0.053279,           0.0028956,             0.79543,             0.62528,             0.68442,             0.36813,             0.04519,            0.072454,           0.0080507,            0.000364,            0.000364,            0.000364
                 148,            0.032281,            0.053674,           0.0028669,             0.79541,             0.62435,             0.68327,             0.36753,            0.045189,            0.072541,           0.0080523,            0.000298,            0.000298,            0.000298
                 149,            0.032128,            0.053008,           0.0028488,             0.79392,             0.62334,             0.68211,             0.36761,            0.045199,            0.072653,           0.0080604,            0.000232,            0.000232,            0.000232
